YEAR ,STATE,UNIT,FIRE NUMBER,FIRE NAME,AGENCY,Alarm Date,Containment Date,Collection Method,CAUSE,Incident Number,Objective,Report Acres,GIS Acres
1979,CA,SCU,00000307,SHERIFF,CDF,19790731,0,0,14,00001207,1,0.0,428.9
1979,CA,SCU,00000167,SITE 300,CDF,19790619,0,0,14,00000784,1,0.0,103.3
1979,CA,SHF,00000003,RIM,USF,19790515,0,0,9,00000000,1,0.0,255.4
1979,CA,SLU,00000180,ELKHORN RD.,CDF,19790605,0,0,14,00000739,1,0.0,1658.2
1979,CA,SLU,00000227,HILLMAN,CDF,19790625,0,0,14,00000912,1,0.0,1004.5
1979,CA,SLU,00000452,RIVER ROAD,CDF,19790909,0,0,14,00001522,1,0.0,663.2
1979,CA,SLU,00000327,SCHROEDER,CDF,19790724,0,0,14,00001178,1,0.0,416.6
1979,CA,SLU,00000344,SIMMLER FFS,CDF,19790728,0,0,14,00001204,1,0.0,2151.0
1979,CA,SLU,00000384,TWISSELMAN,CDF,19790810,0,0,14,00001316,1,0.0,334.0
1979,CA,SLU,00000289,VINYARD CYN DR.,CDF,19790712,0,0,14,00001071,1,0.0,595.5
1979,CA,SNF,00000139,BIG CREEK,USF,19790924,19791014,8,1,00000000,1,407.0,418.6
1979,CA,SNF,00000121,CATTAIL,USF,19790913,19790917,8,1,00000000,1,180.0,166.5
1979,CA,SNF,00000162,,USF,19791007,19791007,8,2,00000000,1,120.0,142.5
1979,CA,SQF,00000083,COW,USF,19790807,19790809,8,8,00000000,1,1510.0,1545.2
1979,CA,SQF,00000049,,USF,19790719,19790721,8,1,00000000,1,400.0,329.7
1979,CA,SQF,00000120,,USF,19790916,19791019,8,3,00000000,1,640.0,751.2
1979,CA,SQF,00000078,,USF,19790729,19790731,8,3,00000000,1,1430.0,1283.3
1979,CA,STF,00000042,BUCHANAN,USF,19790920,19790921,6,7,,1,100.0,115.2
1979,CA,STF,00000023,RAMSEY,USF,19790804,19790807,6,3,,1,245.0,195.7
1979,CA,STF,00000101,,USF,19790000,0,0,1,00000000,1,0.0,227.9
1979,CA,TCU,00000224,BRUNSWICK,CDF,19790608,0,0,14,00000440,1,0.0,1352.6
1979,CA,TCU,00000243,FOWLER PEAK,CDF,19790611,0,0,14,00000473,1,0.0,5237.4
1979,CA,TCU,00000249,GOLDEN GATE,CDF,19790612,0,0,14,00000482,1,0.0,1116.1
1979,CA,TCU,00000667,LIGHTNING STRIKE #2,CDF,19790924,0,0,14,00001160,1,0.0,425.7
1979,CA,TCU,00000274,PEORIA MTN.,CDF,19790616,0,0,14,00000512,1,0.0,491.2
1979,CA,TCU,00000196,TULLOCK,CDF,19790602,0,0,14,00000402,1,0.0,239.9
1979,CA,TGU,00000059,LITTLE ANTELOPE,CDF,19790607,0,0,14,00000377,1,0.0,2735.1
1979,CA,TGU,00000108,SQUAW RIDGE,CDF,19790713,0,0,14,00000580,1,0.0,6860.7
1979,CA,TUU,00000142,ANTELOPE VALLEY,CDF,19790705,0,0,14,00002937,1,0.0,1278.8
1979,CA,TUU,00000077,CORP'S OF ENGINEER#3,CDF,19790601,0,0,14,00002063,1,0.0,284.3
1979,CA,TUU,00000167,LIGHTNING #2,CDF,19790719,0,0,14,00003252,1,0.0,370.5
1979,CA,TUU,00000108,TAYLOR,CDF,19790620,0,0,14,00002557,1,0.0,1498.0
1979,CA,TUU,00000147,WOODLAKE MTN.,CDF,19790709,0,0,14,00003029,1,0.0,1870.6
1979,CA,VNC,00000000,CONEJO GRADE,CCO,19791130,0,0,14,00000000,1,0.0,150.1
1979,CA,VNC,00000000,CREEK ROAD,CCO,19790918,0,0,14,00000000,1,0.0,32706.4
1979,CA,VNC,00000000,SUSANA AIRPORT,CCO,19790501,0,0,14,00000000,1,0.0,131.3
1979,CA,YNP,00000104,,NPS,0,0,8,1,00000104,2,114.1,114.1
1980,CA,AEU,00000264,MICHIGAN BAR,CDF,19800729,0,0,14,00001556,1,0.0,848.0
1980,CA,ANF,00000141,THUNDER,USF,19801124,19801202,0,2,00000000,1,12100.0,10008.6
1980,CA,BDF,00000201,,USF,19801008,19801008,8,7,00000000,1,90.0,107.1
1980,CA,BDF,00000000,,USF,19800000,0,0,14,00000000,1,0.0,116.5
1980,CA,BDF,00000000,,USF,19800000,0,0,14,00000000,1,0.0,212.9
1980,CA,BDF,00000000,,USF,19800000,0,0,14,00000000,1,0.0,287.4
1980,CA,BDF,00000000,,USF,19800000,0,0,14,00000000,1,0.0,835.7
1980,CA,BDU,00000465,CHICKEN,CDF,19800704,0,0,14,00004998,1,0.0,318.2
1980,CA,BDU,00000693,COXEY,CDF,19800728,0,0,14,00006054,1,0.0,252.9
1980,CA,BDU,00000539,EABY #1,CDF,19800712,0,0,14,00005352,1,0.0,137.2
1980,CA,BDU,00000657,FAIRVIEW,CDF,19800727,0,0,14,00005890,1,0.0,10957.0
1980,CA,BDU,00000004,FORT,CDF,19800320,0,0,14,00000005,1,0.0,314.4
1980,CA,BDU,00000630,KIOWA,CDF,19800724,0,0,14,00005786,1,0.0,2049.8
1980,CA,BDU,00001186,PANORAMA,CDF,19801124,0,0,14,00009385,1,0.0,23626.1
1980,CA,BDU,00000597,PIPES,CDF,19800720,0,0,14,00005652,1,0.0,2002.8
1980,CA,BDU,00000689,POWERLINE,CDF,19800730,0,0,14,00006018,1,0.0,440.5
1980,CA,BDU,00001072,PRADO,CDF,19801027,0,0,14,00008645,1,0.0,1729.5
1980,CA,BDU,00000506,QUARRY,CDF,19800707,0,0,14,00005184,1,0.0,598.8
1980,CA,BDU,00000619,QUARRY #3,CDF,19800723,0,0,14,00005747,1,0.0,493.1
1980,CA,BDU,00000818,SKYLINE,CDF,19800829,0,0,14,00006928,1,0.0,354.6
1980,CA,BDU,00000940,STODDARD SERIES,CDF,19800928,0,0,14,00007779,1,0.0,155.5
1980,CA,BDU,00001195,SUMMIT,CDF,19801125,0,0,14,00009422,1,0.0,4367.7
1980,CA,BDU,00001187,SYCAMORE,CDF,19801124,0,0,14,00009389,1,0.0,3479.2
1980,CA,BDU,00001158,WINDY,CDF,19801116,0,0,14,00009194,1,0.0,444.8
1980,CA,BEU,00000288,BUCKRIDGE,CDF,19800808,0,0,14,00001195,1,0.0,354.5
1980,CA,BEU,00000297,HASTINGS,CDF,19800810,0,0,14,00001213,1,0.0,734.1
1980,CA,BEU,00000332,JOHNSON CANYON,CDF,19800825,0,0,14,00001321,1,0.0,391.5
1980,CA,BEU,00000256,P.G.&E.#7,CDF,19800723,0,0,14,00001069,1,0.0,358.0
1980,CA,BEU,00000313,REASONS,CDF,19800821,0,0,14,00001284,1,0.0,772.0
1980,CA,BEU,00000378,SHIRTTAIL,CDF,19800923,0,0,14,00001521,1,0.0,2045.4
1980,CA,BTU,0001267Y,LOMA RICE ROAD,CDF,19801027,0,0,14,00003259,1,0.0,251.2
1980,CA,BTU,00000009,POINT,CDF,19800814,0,0,14,00000000,1,0.0,284.0
1980,CA,CNF,00000031,ASSIST #138,USF,19801125,0,0,14,00000000,1,0.0,1174.7
1980,CA,CNF,00000010,CANADA,USF,19800723,0,0,1,00000000,1,0.0,326.6
1980,CA,CNF,00000015,CANEBRAKE,USF,19800727,19800728,8,1,00000000,1,200.0,188.7
1980,CA,CNF,00000055,CAPITAN,USF,19800901,19800902,8,2,00000000,1,434.0,434.1
1980,CA,CNF,00000014,COLLINS VALLEY,USF,19800727,0,0,1,00000000,1,0.0,5998.2
1980,CA,CNF,00000012,GRAPEVINE CANYON,USF,19800727,0,0,1,00000000,1,0.0,814.5
1980,CA,CNF,00000002,GREEN RIVER,USF,19800000,19800000,8,7,00000000,1,379.0,379.0
1980,CA,CNF,00000013,HELLHOLE,USF,19800727,0,0,1,00000000,1,0.0,769.5
1980,CA,CNF,00000024,HOLLENBECK,USF,19801011,0,0,9,00000000,1,0.0,129.9
1980,CA,CNF,00000020,OTAY #12,USF,19800831,0,0,9,00000000,1,0.0,168.3
1980,CA,CNF,00000027,OTAY #21,USF,19801101,0,0,9,00000000,1,0.0,133.0
1980,CA,CNF,00000007,OTAY #4,USF,19800718,0,0,9,00000000,1,0.0,265.8
1980,CA,CNF,00000018,OTAY #8,USF,19800817,0,0,14,00000000,1,0.0,112.3
1980,CA,CNF,00000008,PALA,USF,19800613,19800614,8,2,00000000,1,250.0,105.6
1980,CA,CNF,00000032,PROCTOR,USF,19801128,0,0,14,00000000,1,0.0,2299.6
1980,CA,CNF,00000005,SALVADOR,USF,19800704,0,0,14,00000000,1,0.0,2700.7
1980,CA,CNF,00000001,,USF,19800000,19800000,8,7,00000000,1,116.0,116.3
1980,CA,CZU,00000412,BIG BASIN #7,CDF,19801116,0,0,14,00002542,1,0.0,377.9
1980,CA,FKU,00000048,DEN HARTOG,CDF,19800612,0,0,14,00003105,1,0.0,741.7
1980,CA,FKU,00000069,P.G.&E. #29,CDF,19800622,0,0,14,00003384,1,0.0,395.2
1980,CA,FKU,00000132,RIFLE RANGE,CDF,19800809,0,0,14,00004920,1,0.0,245.3
1980,CA,HUU,00000359,CAPE-RANCH,CDF,19801031,0,0,14,00000639,1,0.0,202.4
1980,CA,HUU,00000328,CAPETOWN SERIES,CDF,19801008,0,0,14,00012588,1,0.0,427.0
1980,CA,HUU,00000307,JAUNARENA,CDF,19801002,0,0,14,00000554,1,0.0,539.4
1980,CA,HUU,00000167,MANN,CDF,19800802,0,0,14,00000308,1,0.0,796.9
1980,CA,KNP,00000001,DOME FIRE,NPS,19801202,19810220,8,18,00000000,1,500.0,471.8
1980,CA,KNP,00000006,LEWIS CRK,NPS,19800930,19801006,8,2,00000000,1,5400.0,8326.6
1980,CA,KNP,00000024,ROARING,NPS,19800801,19801114,8,1,00000000,2,250.0,420.2
1980,CA,KNP,00000037,TENT,NPS,19800706,19801101,8,1,00000000,2,945.0,999.3
1980,CA,LAC,00312033,"""R"" FIRE",CCO,19800623,0,0,14,00312033,1,0.0,105.2
1980,CA,LAC,00000959,CARBON FIRE,CCO,19801116,0,0,14,00711912,1,0.0,6954.6
1980,CA,LAC,00313028,D 80 FIRE,CCO,19800716,0,0,14,00313028,1,0.0,140.3
1980,CA,LAC,00000IRE,DAGGER FIRE/USFS,CCO,19800411,0,0,14,00USFS0F,1,0.0,867.0
1980,CA,LAC,I00000RE,DAM FIRE/USFS,CCO,19800902,0,0,14,00USFS0F,1,0.0,7848.4
1980,CA,LAC,00001169,DAVENPORT II FIRE,CCO,19801117,0,0,14,00312038,1,0.0,228.4
1980,CA,LAC,00313028,E 80 FIRE,CCO,19800722,0,0,14,00313028,1,0.0,286.9
1980,CA,LAC,00011684,FARMER JOHN FIRE,CCO,19801117,0,0,14,00312031,1,0.0,247.1
1980,CA,LAC,00004175,FOOTHILL FIRE,CCO,19801115,0,0,14,00316027,1,0.0,267.4
1980,CA,LAC,00312031,GRASSY FIRE,CCO,19800716,0,0,14,00312031,1,0.0,461.5
1980,CA,LAC,00041470,H 20 FIRE,CCO,19800727,0,0,14,00313022,1,0.0,174.2
1980,CA,LAC,00000247,HUNT FIRE,CCO,19800901,0,0,14,00710380,1,0.0,105.3
1980,CA,LAC,00000IRE,JONES FIRE/USFS,CCO,19801019,0,0,14,00USFS0F,1,0.0,900.1
1980,CA,LAC,00025193,LAS VIRGENES FIRE,CCO,19801124,0,0,14,00312031,1,0.0,2521.1
1980,CA,LAC,00000102,LITTLE ROCK FIRE,CCO,19800704,0,0,14,00728979,1,0.0,1336.8
1980,CA,LAC,00002357,LIVE OAK FIRE,CCO,19800705,0,0,14,00312031,1,0.0,115.1
1980,CA,LAC,00000IRE,MONROE FIRE/USFS,CCO,19800411,0,0,14,00USFS0F,1,0.0,2898.2
1980,CA,LAC,00008101,MUNZ & MUNZ NO. 2 FIRE,CCO,19800730,0,0,14,00313027,1,0.0,244.6
1980,CA,LAC,00002111,PADUA FIRE,CCO,19800825,0,0,14,00312036,1,0.0,200.9
1980,CA,LAC,00000191,PASS FIRE,CCO,19800716,0,0,14,00312038,1,0.0,7603.9
1980,CA,LAC,00007690,PINE TREE FIRE,CCO,19800716,0,0,14,00312031,1,0.0,1080.5
1980,CA,LAC,00000855,POPPY FIRE,CCO,19800608,0,0,14,00312037,1,0.0,691.9
1980,CA,LAC,00001254,SANCHEZ FIRE,CCO,19800803,0,0,14,00313021,1,0.0,141.6
1980,CA,LAC,00000275,SOLEDAD FIRE,CCO,19801002,0,0,14,00312038,1,0.0,772.6
1980,CA,LAC,00000324,STABLE FIRE,CCO,19801115,0,0,14,00711897,1,0.0,6048.7
1980,CA,LAC,00003501,SUNLAND FIRE,CCO,19801116,0,0,14,00316026,1,0.0,6457.1
1980,CA,LAC,00007630,WATSON FIRE,CCO,19800619,0,0,14,00312033,1,0.0,125.4
1980,CA,LAC,00000000,,CCO,19801116,0,0,14,00000000,1,0.0,100.3
1980,CA,LAC,00000000,,CCO,19800702,0,0,14,00000000,1,0.0,3968.6
1980,CA,LNF,00000334,,USF,19800000,0,0,14,00000000,1,0.0,263.0
1980,CA,LNF,00000003,,USF,19800000,0,0,14,00000000,1,0.0,518.3
1980,CA,LNF,00000020,,USF,19800728,19800730,8,1,00000000,1,350.0,1074.5
1980,CA,LNU,00000384,BENMORE,CDF,19800901,0,0,14,00001633,1,0.0,905.4
1980,CA,LNU,00000476,HIGHLAND SPRINGS,CDF,19801007,0,0,14,00001927,1,0.0,649.9
1980,CA,LNU,00000426,TURKEY,CDF,19800913,0,0,14,00001751,1,0.0,817.5
1980,CA,LPF,00000063,LOCKWOOD,USF,19801126,19801130,8,4,00000000,1,5640.0,5654.6
1980,CA,LPF,00000029,RAINBOW,USF,19800727,19800730,8,1,00000000,1,570.0,854.5
1980,CA,MDF,00000089,GOLD DIGGER,USF,19800910,19800911,8,1,00000000,1,625.0,799.0
1980,CA,MEU,00000331,WHIPPLE,CDF,19801007,0,0,14,00000520,1,0.0,471.2
1980,CA,MMU,00000000,RANDALL,CDF,19800808,0,0,14,00000000,1,0.0,227.6
1980,CA,MMU,00000253,RANDALL,CDF,19800808,0,0,14,00000791,1,0.0,277.4
1980,CA,MMU,00000265,RODUNER #2,CDF,19800819,0,0,14,00000846,1,0.0,170.4
1980,CA,MMU,00000248,TURNER,CDF,19800805,0,0,14,00000779,1,0.0,456.5
1980,CA,MMU,00000429,WHEEL,CDF,19801010,0,0,14,00001897,1,0.0,1602.1
1980,CA,MRN,00000072,FREDRICK,CCO,19800802,0,0,14,00001000,1,0.0,122.5
1980,CA,MVU,00000559,ASSIST #69,CDF,19800805,0,0,14,00001367,1,0.0,745.2
1980,CA,MVU,00000421,OTAY #6,CDF,19800719,0,0,14,00001111,1,0.0,3313.6
1980,CA,NEU,00001164,DOG BAR,CDF,19801007,0,0,14,00002986,1,0.0,347.1
1980,CA,NEU,00000683,LIGHTNING 1,CDF,19800728,0,0,14,00001876,1,0.0,336.7
1980,CA,NEU,00000444,R.S.#31,CDF,19800622,0,0,14,00001290,1,0.0,281.4
1980,CA,NEU,00001076,ROADSIDE #117,CDF,19800922,0,0,14,00002787,1,0.0,264.8
1980,CA,NEU,00001017,ROSEVILLE,CDF,19800913,0,0,14,00002647,1,0.0,236.3
1980,CA,ORC,00000000,OWL,CCO,19800000,0,0,14,00000000,1,0.0,18332.3
1980,CA,PNF,00000053,HOT SPRINGS,USF,19800814,19800819,8,7,00000000,1,850.0,838.0
1980,CA,PNF,00000132,,USF,19801214,0,0,9,00000000,1,0.0,128.4
1980,CA,PNF,00000133,,USF,19801214,0,0,9,00000000,1,0.0,284.8
1980,CA,RRU,00000000,BLUE,CDF,19800700,0,0,14,00000000,1,0.0,246.5
1980,CA,RRU,00000000,BLUE,CDF,19800600,0,0,14,00000000,1,0.0,518.0
1980,CA,RRU,00000000,BLUE,CDF,19800600,0,0,14,00000000,1,0.0,549.8
1980,CA,RRU,00000000,BLUE,CDF,19800600,0,0,14,00000000,1,0.0,970.5
1980,CA,RRU,00000839,BOX,CDF,19800713,0,0,14,00013425,1,0.0,384.1
1980,CA,RRU,00000910,DELL,CDF,19800720,0,0,14,00013951,1,0.0,824.5
1980,CA,RRU,00000000,DELL,CDF,19800700,0,0,14,00000000,1,0.0,838.4
1980,CA,RRU,00012789,DRY FALLS,CDF,19800826,0,0,14,00016759,1,0.0,41756.3
1980,CA,RRU,00001803,INDIAN,CDF,19801124,0,0,9,00022918,1,0.0,28940.2
1980,CA,RRU,00001737,LAKE #2,CDF,19801116,0,0,14,00022299,1,0.0,1215.9
1980,CA,RRU,00001801,LAKELAND,CDF,19801100,0,0,9,00000000,1,0.0,7010.9
1980,CA,RRU,00001106,LAMBS,CDF,19800808,0,0,14,00015504,1,0.0,500.6
1980,CA,RRU,00000595,LINK,CDF,19800621,0,0,14,00011547,1,0.0,924.3
1980,CA,RRU,00001029,MISSION CREEK,CDF,19800728,0,0,14,00014705,1,0.0,1360.4
1980,CA,RRU,00000786,PIERCE,CDF,19800709,0,0,14,00013103,1,0.0,985.3
1980,CA,RRU,00000811,PORTOLA,CDF,19800711,0,0,14,00013259,1,0.0,109.8
1980,CA,RRU,00000751,QUAIL,CDF,19800706,0,0,14,00012868,1,0.0,200.8
1980,CA,RRU,00001448,RAILROAD,CDF,19800929,0,0,14,00018960,1,0.0,1586.6
1980,CA,RRU,00000671,RATTLESNAKE,CDF,19800629,0,0,14,00012214,1,0.0,227.3
1980,CA,RRU,00001024,RIVERSIDE,CDF,19800728,0,0,14,00014682,1,0.0,361.6
1980,CA,RRU,00000662,SCENIC,CDF,19800629,0,0,14,00012177,1,0.0,257.5
1980,CA,RRU,00000625,SERRIA,CDF,19800626,0,0,14,00011823,1,0.0,260.5
1980,CA,RRU,00000361,SPRINGS,CDF,19800318,0,0,14,00009431,1,0.0,589.3
1980,CA,RRU,00001463,TREEMONT,CDF,19801002,0,0,14,00019150,1,0.0,348.7
1980,CA,RRU,00000000,TREEMONT,CDF,19801100,0,0,14,00000000,1,0.0,438.7
1980,CA,RRU,00000000,TREEMONT,CDF,19801100,0,0,14,00000000,1,0.0,444.3
1980,CA,RRU,00000000,TREEMONT,CDF,19801100,0,0,14,00000000,1,0.0,474.2
1980,CA,RRU,00000000,TREEMONT,CDF,19801100,0,0,14,00000000,1,0.0,536.2
1980,CA,RRU,00000000,TREEMONT,CDF,19801100,0,0,14,00000000,1,0.0,838.5
1980,CA,RRU,00001727,TURNER,CDF,19801116,0,0,14,00022240,1,0.0,31446.8
1980,CA,RRU,00000382,WHITEWATER,CDF,19800522,0,0,14,00009358,1,0.0,335.4
1980,CA,RRU,00000396,WHITEWATER,CDF,19800524,0,0,14,00009524,1,0.0,397.4
1980,CA,RRU,00000000,,CDF,19800700,0,0,14,00000000,1,0.0,128.5
1980,CA,RRU,00000000,,CDF,19800600,0,0,14,00000000,1,0.0,158.5
1980,CA,RRU,00000000,,CDF,19800900,0,0,14,00000000,1,0.0,166.4
1980,CA,RRU,00000000,,CDF,19800700,0,0,14,00000000,1,0.0,172.3
1980,CA,RRU,00000000,,CDF,19800600,0,0,14,00000000,1,0.0,198.7
1980,CA,RRU,00000000,,CDF,19801100,0,0,14,00000000,1,0.0,256.9
1980,CA,RRU,00000000,,CDF,19800900,0,0,14,00000000,1,0.0,257.5
1980,CA,RRU,00000000,,CDF,19800700,0,0,14,00000000,1,0.0,264.0
1980,CA,RRU,00000000,,CDF,19800800,0,0,14,00000000,1,0.0,302.8
1980,CA,RRU,00000000,,CDF,19800600,0,0,14,00000000,1,0.0,379.4
1980,CA,RRU,00000000,,CDF,19800900,0,0,14,00000000,1,0.0,379.9
1980,CA,RRU,00000000,,CDF,19800900,0,0,14,00000000,1,0.0,393.1
1980,CA,RRU,00000000,,CDF,19800600,0,0,14,00000000,1,0.0,416.3
1980,CA,RRU,00000000,,CDF,19800500,0,0,14,00000000,1,0.0,466.7
1980,CA,RRU,00000000,,CDF,19800700,0,0,14,00000000,1,0.0,602.4
1980,CA,RRU,00000000,,CDF,19800700,0,0,14,00000000,1,0.0,720.0
1980,CA,RRU,00000000,,CDF,19800600,0,0,14,00000000,1,0.0,723.7
1980,CA,RRU,00000000,,CDF,19800700,0,0,14,00000000,1,0.0,6211.8
1980,CA,SBC,00000000,SILVA,CCO,19801028,0,0,14,00000000,1,0.0,366.3
1980,CA,SCU,00000306,ALHAMBRA SERIES #6,CDF,19800808,0,0,14,00001347,1,0.0,656.4
1980,CA,SCU,00000307,ALHAMBRA SERIES #7,CDF,19800808,0,0,14,00001347,1,0.0,145.4
1980,CA,SCU,00000275,DEL PUERTO CANYON,CDF,19800730,0,0,14,00001258,1,0.0,1830.1
1980,CA,SCU,00000376,MULQUENNY-P.G.&E.,CDF,19800913,0,0,14,00001674,1,0.0,636.6
1980,CA,SCU,00000266,RUSH,CDF,19800728,0,0,14,00001227,1,0.0,520.9
1980,CA,SCU,00000374,W.P.R.R. #12,CDF,19800913,0,0,14,00001670,1,0.0,253.6
1980,CA,SCU,00000128,WOLFE,CDF,19800619,0,0,14,00000796,1,0.0,138.6
1980,CA,SHF,00000005,ANDESITE,USF,19800413,19800414,8,5,00000000,1,520.0,475.7
1980,CA,SHF,00000075,,USF,19800813,19800816,8,7,00000000,1,280.0,273.5
1980,CA,SHF,00000076,,USF,19800815,19800817,8,7,00000000,1,980.0,1443.5
1980,CA,SHU,00000074,DERSCH RD.,CDF,19800625,0,0,14,00001017,1,0.0,145.4
1980,CA,SHU,00000000,TOWERHOUSE,CDF,19800813,0,0,14,00001598,1,0.0,2414.2
1980,CA,SLU,00000000,HIGHWAY 58,CDF,19800731,0,0,14,00000000,1,0.0,246.3
1980,CA,SNF,00000183,KINGSMAN,USF,19801007,19801009,8,2,00000000,1,317.0,254.1
1980,CA,SNF,00000025,RODGERS,USF,19800705,19800709,8,9,00000000,1,985.0,1830.4
1980,CA,SNF,00000148,STEVENSON,USF,19800902,19800905,8,2,00000000,1,420.0,457.1
1980,CA,SNF,00000124,SYCAMORE,USF,19800813,19800814,8,7,00000000,1,120.0,109.1
1980,CA,SNF,00000130,SYCAMORE #2,USF,19800823,19800825,8,7,00000000,1,280.0,292.5
1980,CA,SNU,00000440,GEHRICKE,CDF,19801003,0,0,14,00001819,1,0.0,540.3
1980,CA,SQF,00000014,CALDWELL,USF,19800621,19800622,8,9,00000000,1,108.0,109.6
1980,CA,SQF,00000023,CLOVER,USF,19800705,19800709,8,4,00000000,1,5030.0,4997.9
1980,CA,SQF,00000112,LEWIS CREEK,USF,19800801,19800802,8,2,00000000,1,1450.0,1923.5
1980,CA,SQF,00000022,,USF,19800704,19800706,8,10,00000000,1,709.0,519.0
1980,CA,SQF,00000106,,USF,19800727,19800731,8,1,00000000,1,700.0,589.5
1980,CA,SQF,00000063,,USF,19800727,19800728,8,1,00000000,1,952.0,676.3
1980,CA,SRF,00100773,PATRICKS,USF,19801005,19801008,8,5,00000000,1,105.0,104.5
1980,CA,SRF,00000059,,USF,19800925,19800927,8,7,00000000,1,123.0,122.5
1980,CA,TCU,00000469,HIGHWAY 88 SERIES,CDF,19801005,0,0,14,00002048,1,0.0,458.2
1980,CA,TCU,00000468,HIGHWAY 88 SERIES,CDF,19801005,0,0,14,00002048,1,0.0,621.4
1980,CA,TCU,00000146,KEILBAR,CDF,19800517,0,0,14,00000322,1,0.0,168.2
1980,CA,TCU,00000285,LOS CERRITOS,CDF,19800628,0,0,14,00000576,1,0.0,322.6
1980,CA,TGU,00000000,BIG ANTELOPE,CDF,19800627,0,0,14,00000493,1,0.0,489.2
1980,CA,TGU,00000073,BUCK HEAVEN,CDF,19800627,0,0,14,00000492,1,0.0,290.1
1980,CA,TGU,00000120,CAMPO AIRSTRIP,CDF,19800728,0,0,14,00000666,1,0.0,359.4
1980,CA,TGU,00000118,ROCKWALL,CDF,19800728,0,0,14,00000662,1,0.0,1733.9
1980,NV,TOI,00000139,,USF,19800722,0,0,4,00000000,1,0.0,161.4
1980,CA,VNC,00000000,HILL CANYON,CCO,19801028,0,0,14,00000000,1,0.0,11975.2
1980,CA,VNC,00000000,SOUTH MOUNTAIN,CCO,19801029,0,0,14,00000000,1,0.0,2395.3
1980,CA,YNP,00000110,GORDO,NPS,19800923,0,8,1,00000110,2,243.5,243.5
1980,CA,YNP,00000101,,NPS,0,0,4,1,00000101,2,392.9,392.9
1980,CA,YNP,00000097,,NPS,19800000,0,0,1,00000000,1,0.0,457.7
1980,CA,YNP,00000099,,NPS,19800000,0,0,1,00000000,1,0.0,588.2
1980,CA,YNP,00000091,,NPS,0,0,4,1,00000091,2,1063.5,1063.5
1980,CA,YNP,00000058,,NPS,0,0,4,1,00000058,2,1374.5,1374.5
1980,CA,YNP,00000090,,NPS,0,0,4,1,00000090,1,1637.0,1637.0
1981,CA,AEU,00000152,JOERGER SERIES,CDF,19810618,0,0,2,00000431,1,0.0,1676.2
1981,CA,AEU,00000138,MEISS,CDF,19810614,0,0,9,00000400,1,0.0,14125.6
1981,CA,AEU,00000472,PRAIRIE CITY,CDF,19810921,0,0,7,00001087,1,0.0,593.0
1981,CA,AEU,00000162,SILVA,CDF,19810620,0,0,7,00000448,1,0.0,247.6
1981,CA,AFV,00000000,OAK_MOUTAIN,DOD,19810615,19810615,6,14,00000000,1,7800.0,8688.0
1981,CA,BBD,00000000,BUCKS RIDGE,BLM,19810810,19810811,8,2,00000000,1,560.0,597.4
1981,CA,BDF,00000140,CENTER,USF,19810828,19810901,8,8,00000000,1,1700.0,1739.6
1981,CA,BDF,00000177,,USF,19810919,19810920,8,9,00000000,1,115.0,121.4
1981,CA,BDF,00000102,,USF,19810803,19810805,8,3,00000000,1,160.0,136.9
1981,CA,BDF,00000000,,USF,19810000,0,0,14,00000000,1,0.0,1180.4
1981,CA,BDU,00000368,COLTON,CDF,19810604,0,0,9,00003758,1,0.0,4051.0
1981,CA,BDU,00000778,DRY,CDF,19810817,0,0,14,00006287,1,0.0,478.6
1981,CA,BDU,00000733,ORD,CDF,19810809,0,0,14,00006015,1,0.0,258.8
1981,CA,BDU,00000001,SPRINGS,CDF,19810224,0,0,9,00000002,1,0.0,1266.5
1981,CA,BDU,00000042,SWALL,CDF,19810809,0,0,9,00000044,1,0.0,3159.5
1981,CA,BDU,00000661,VALLY,CDF,19810725,0,0,14,00005556,1,0.0,425.9
1981,CA,BEU,00000196,GAMBOA #1,CDF,19810625,0,0,9,00000792,1,0.0,3693.9
1981,CA,BEU,00000145,GONZALES DUMP,CDF,19810612,0,0,9,00000663,1,0.0,1155.8
1981,CA,BEU,00000160,HORSE VALLEY,CDF,19810616,0,0,2,00000715,1,0.0,3829.7
1981,CA,BTU,00000486,INGALLS (ASSIST #12),CDF,19810917,0,0,14,00000082,1,0.0,6697.3
1981,CA,BTU,00000311,SLOAT,CDF,19810721,0,0,9,00000032,1,0.0,907.4
1981,CA,CNF,00000008,ASSIST #11,USF,19810615,0,0,9,00000000,1,0.0,261.1
1981,CA,CNF,00000009,ASSIST #59,USF,19810615,0,0,9,00000000,1,0.0,7310.7
1981,CA,CNF,00000016,ASSIST #65,USF,19810702,0,0,9,00000000,1,0.0,217.3
1981,CA,CNF,00000021,ASSIST #72,USF,19810722,0,0,9,00000000,1,0.0,696.4
1981,CA,CNF,00000024,CASE,USF,19810625,19810625,8,9,00000000,1,150.0,179.1
1981,CA,CNF,00000024,DEHESA,USF,19810803,0,0,9,00000000,1,0.0,106.3
1981,CA,CNF,00000017,MORENA AVENUE,USF,19810703,0,0,9,00000000,1,0.0,2648.3
1981,CA,CNF,00000006,OUTSIDE ORIGIN #2,USF,19810615,0,0,9,00000000,1,0.0,4324.8
1981,CA,CNF,00000011,OUTSIDE ORIGIN #3,USF,19810620,0,0,9,00000000,1,0.0,146.9
1981,CA,CNF,00000005,POWERLINE,USF,19810609,0,0,9,00000000,1,0.0,119.8
